comment,label
ahassitɔ,1
ahassitɔwo,1
ahassivi,1
ahassiviwo,1
ahossou,1
aledada,1
aletɔ,1
alɔvi,1
ame mabu mabu,1
ame mɔla,1
ame tsritsri,1
ame yibɔ,1
ame yibɔwo,1
anon,1
anɔ,1
anɔnu,1
asevivi,1
assi mahɔmahɔ,1
assi mahɔmahɔwo,1
assideŋti,1
atekui,1
ava,1
avagbugbɔ,1
avawo,1
avu,1
avunɔ,1
avunɔwo,1
aɖava,1
aɖavatɔ,1
bombe,1
bu,1
buyida,1
buɖa,1
didɔ gbiménam,1
djimakpla,1
djimakplawo,1
do dziku,1
dzibibi,1
egbi,1
egbime,1
egbiwo,1
egbɔdɔdɔ,1
emi,1
evin,1
ewɔmɔmɔ,1
eŋɔ,1
eŋɔgnegne,1
eŋɔgnigni,1
eŋɔgnigniwo,1
eŋɔwo,1
eɖo,1
eɖowo,1
fipode,1
gbegble,1
gbegblekaé,1
gbolo,1
gbolovi,1
gboloviwo,1
gbéɖiɖo,1
gbéɖiɖowo,1
gbɔdɔdɔ,1
gogo,1
hahame,1
kolo,1
kolowo,1
lɔlɔ wɔwɔ,1
mabimabi,1
matre,1
mɔmitome,1
mɔmɔ,1
na madza,1
nudzedze,1
numagnala,1
nute ƒe mawɔmawɔ,1
nuyɔla,1
nyɔnume,1
sronɖeɖe,1
tagbɔ moulassiwo,1
tagbɔmalé,1
vivisese,1
yakame,1
yakametɔ,1
yakametɔwo,1
yakamewo,1
ŋlɔbe,1
ŋmi,1
ŋmiwo,1
ŋmiɖuɖu,1
ŋnɔ,1
ƒo aɖegbe,1
ɖa aɖiɖɔ,1
ɖido nye gbi,1
ɖiɖo,1
ɖiɖowo,1
ɖɔɖɔe,1
